V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,LocationLatitude,LocationLongitude,LocationAccuracy,
R_11iPZwm81sMWp3M,Default Response Set,Anonymous,,,86.57.155.45,0,2015-03-03 09:53:46,2015-03-03 09:54:43,1,1,Ra16bit,Chrome,38.0.2125.122,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 YaBrowser/14.12.2125.10034 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Employed: Software Engineer,BY - Belarus,"3,(GMT+03:00) Moscow",8,6,4,4,6,53.899993896484,27.566696166992,-1,
R_26amBVCI2zLmk2r,Default Response Set,Anonymous,,,79.115.182.235,0,2015-03-03 09:57:05,2015-03-03 09:58:59,1,1,ltda,Chrome,40.0.2214.115,Windows NT 6.3,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,26-30 years,Postgraduate/Master of arts,Other,research assistant,RO - Romania,"2,(GMT+02:00) Bucharest",7,2,3,4,5,44.433303833008,26.100006103516,-1,
R_8AKw981lRrsIgpP,Default Response Set,Anonymous,,,93.127.107.227,0,2015-03-03 09:52:29,2015-03-03 10:03:38,1,1,brev,Chrome,40.0.2214.115,Windows NT 5.1,1680x1050,16.0.0,1,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,51 years and above,Postgraduate/Master of arts,C++,,UA - Ukraine,"2,(GMT+02:00) Kyev",7,20,20,20,20,48.462997436523,35.039001464844,-1,
R_3OZ3JnuOzX1waUp,Default Response Set,Anonymous,,,86.57.144.21,0,2015-03-03 09:57:36,2015-03-03 10:09:23,1,1,TwCoder,Chrome,40.0.2214.115,Windows NT 6.1,1680x1050,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Software engineer,BY - Belarus,"2,(GMT+02:00) Minsk",7,7,4,5,9,53.899993896484,27.566696166992,-1,
R_3kj2OcCor4FOABd,Default Response Set,Anonymous,,,91.202.129.195,0,2015-03-03 10:07:54,2015-03-03 10:10:32,1,1,fine_plain,Firefox,35.0,Ubuntu,1366x768,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0,Male,20-25 years old,Undergraduate/Bachelor's degree,C++,pursuing bachelors degree,UA - Ukraine,"2,(GMT+02:00) Kyev",6,5,6,6,6,48.655303955078,37.992492675781,-1,
R_3J30NNq5F2tWno6,Default Response Set,Anonymous,,,91.202.129.195,0,2015-03-03 10:11:33,2015-03-03 10:12:35,1,1,fine_plain,Firefox,35.0,Ubuntu,1366x768,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0,Male,20-25 years old,Undergraduate/Bachelor's degree,C++,pursuing bachelors degree,UA - Ukraine,"2,(GMT+02:00) Athens",6,5,6,6,6,48.655303955078,37.992492675781,-1,
R_1Km3wLkyDVYOz0s,Default Response Set,Anonymous,,,46.216.27.49,0,2015-03-03 10:21:29,2015-03-03 10:23:51,1,1,asmisha,Chrome,40.0.2214.115,Linux x86_64,1366x768,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,High School,C++,Student,BY - Belarus,"2,(GMT+02:00) Minsk",1-unwilling,3,5,5,5,53.899993896484,27.566696166992,-1,
R_2q8hk2QUFXaFT4y,Default Response Set,Anonymous,,,87.252.225.10,0,2015-03-03 10:26:47,2015-03-03 10:31:11,1,1,vitux,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,High School,C++,Student,BY - Belarus,"2,(GMT+02:00) Minsk",7,7,5,5,5,53.899993896484,27.566696166992,-1,
R_1DP8ElLqZnd6Qdf,Default Response Set,Anonymous,,,128.140.241.14,0,2015-03-03 10:32:04,2015-03-03 10:32:51,1,1,Liaksiejka,Chrome,40.0.2214.115,Windows NT 6.3,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,C++,Software Engineer,BY - Belarus,"2,(GMT+02:00) Minsk",6,3,3,3,3,53.899993896484,27.566696166992,-1,
R_eFp5gDEadVRrDRX,Default Response Set,Anonymous,,,41.137.59.26,0,2015-03-03 10:37:19,2015-03-03 10:44:26,1,1,delabourdonnais,Firefox,35.0,Windows NT 6.1,1366x768,16.0.0,1,Mozilla/5.0 (Windows NT 6.1; rv:35.0) Gecko/20100101 Firefox/35.0,Male,20-25 years old,Undergraduate/Bachelor's degree,Other,Graduate,MA - Morocco,"0,(GMT) Casablanca",7,10,10,10,10,32,-5,-1,
R_32XfOHWiu3L3pb7,Default Response Set,Anonymous,,,123.239.60.11,0,2015-03-03 10:45:32,2015-03-03 10:48:53,1,1,haveri,Chrome,40.0.2214.115,Macintosh,1920x1080,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,41-50 years,Undergraduate/Bachelor's degree,Java,Freelance,IN - India,"5.5,(GMT+05:30) Mumbai",7,10,16,16,10,18.975006103516,72.825805664062,-1,
R_1Ks9h40xEnOeX0Y,Default Response Set,Anonymous,,,144.24.20.229,0,2015-03-03 10:47:36,2015-03-03 10:50:49,1,1,alexpeptan,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,Java Software Engineer,RO - Romania,"2,(GMT+02:00) Bucharest",8,8,5,5,12,51.416702270508,-0.75,-1,
R_3fIKldC7uUSA8N7,Default Response Set,Anonymous,,,122.177.164.172,0,2015-03-03 11:07:12,2015-03-03 11:09:18,1,1,eofsentinel,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,High School,Python,Student,IN - India,"5.5,(GMT+05:30) New Delhi",5,3,3,2,2,28.666702270508,77.216705322266,-1,
R_3ikwmRnu0FaPAZO,Default Response Set,Anonymous,,,,1,2015-03-03 11:25:38,2015-03-03 11:25:59,1,1,ablasco,Safari,8.0.3,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",,,,,,,,2,,,,,42.358200073242,-71.05069732666,-1,
R_1HjBOKYQ6iOO7LG,Default Response Set,Anonymous,,,119.204.67.247,0,2015-03-03 11:54:12,2015-03-03 11:58:51,1,1,gutoo,Firefox,35.0,Macintosh,1600x900,16.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:35.0) Gecko/20100101 Firefox/35.0,Male,31-40 years,Undergraduate/Bachelor's degree,Java,ceo,"KR - Korea, South","9,(GMT+09:00) Seoul",10-completely willing,24,24,24,24,36.321395874023,127.41970825195,-1,
R_u35XAYR5AYw9AVH,Default Response Set,Anonymous,,,46.39.49.66,0,2015-03-03 12:33:34,2015-03-03 12:36:49,1,1,alecn2002,Firefox,35.0,Ubuntu,1366x768,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:35.0) Gecko/20100101 Firefox/35.0,Male,41-50 years,Postgraduate/Master of arts,C++,employed,RU - Russia,"3,(GMT+03:00) Moscow",3,15,2,2,10,55.752197265625,37.615600585938,-1,
R_22DkzkSA0HMmaBM,Default Response Set,Anonymous,,,77.246.55.179,0,2015-03-03 12:45:16,2015-03-03 12:50:22,1,1,kyerise,Chrome,28.0.1500.94,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.2; en-gb; SAMSUNG GT-I9500 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,Java,systems development specialist,ZW - Zimbabwe,"2,(GMT+02:00) Harare",4,10,10,10,10,-17.817794799805,31.044692993164,-1,
R_cUAVqqUOfqnle7j,Default Response Set,Anonymous,,,106.219.22.200,0,2015-03-03 12:46:11,2015-03-03 12:51:26,1,1,athought,Chrome,28.0.1496.0,Windows NT 6.1,1366x768,11.7.700,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1496.0 Safari/537.36",Female,20-25 years old,Undergraduate/Bachelor's degree,Java,ASE -TCS,IN - India,"5.5,(GMT+05:30) Mumbai",7,4,2,2,4,30.316696166992,78.033294677734,-1,
R_6MacswK39DKSb4h,Default Response Set,Anonymous,,,83.248.132.86,0,2015-03-03 12:48:53,2015-03-03 12:52:20,1,1,yedtoss,Chrome,40.0.2214.115,Windows NT 6.1,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,26-30 years,Doctorate/PhD,C++,PHD student,BJ - Benin,"1,(GMT+01:00) Stockholm",9,10,10,10,10,57.716705322266,11.966705322266,-1,
R_3nUWG0R5WKJh6q8,Default Response Set,Anonymous,,,59.152.102.162,0,2015-03-03 13:09:47,2015-03-03 13:12:36,1,1,oKing,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,C++,Working as a Firmware Engineer,BD - Bangladesh,"6,(GMT+06:00) Dhaka",5,10,6,6,10,23.723098754883,90.408599853516,-1,
R_2rviytXQizrdWrq,Default Response Set,Anonymous,,,14.139.240.251,0,2015-03-03 13:14:18,2015-03-03 13:17:21,1,1,shivamsihare,Firefox,37.0,Windows NT 6.3,1366x768,16.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0,Male,20-25 years old,High School,C++,Student,IN - India,"5.5,(GMT+05:30) New Delhi",8,5,5,5,5,26.223602294922,78.17919921875,-1,
R_1CpXBIJRL5M3zd4,Default Response Set,Anonymous,,,41.68.204.23,0,2015-03-03 13:32:07,2015-03-03 13:35:05,1,1,zizo0003,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,C#,Teaching Assistant,EG - Egypt,"2,(GMT+02:00) Cairo",7,6,10,16,6,31.215606689453,29.955307006836,-1,
R_9S6DBYZnhrkasDj,Default Response Set,Anonymous,,,95.90.219.30,0,2015-03-03 13:34:11,2015-03-03 13:35:31,1,1,pfilippi,Chrome,40.0.2214.115, Linux x86_64,1440x900,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,High School,Java,Freelance Programmer and Student,DE - Germany,"1,(GMT+01:00) Berlin",7,10,6,8,10,49.442993164062,11.094802856445,-1,
R_1pWqYRWFOZOB7Hm,Default Response Set,Anonymous,,,89.137.116.1,0,2015-03-03 13:37:06,2015-03-03 13:38:35,1,1,ctrucza,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,41-50 years,High School,C++,employed,RO - Romania,"2,(GMT+02:00) Bucharest",3,4,4,3,1,46.766693115234,23.600006103516,-1,
R_7Qf9ZoIFTldQjOd,Default Response Set,Anonymous,,,109.188.125.3,0,2015-03-03 15:19:04,2015-03-03 15:22:18,1,1,halyavin,Chrome,40.0.2214.45, Linux x86_64,1920x1080,-1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.45 YaBrowser/15.2.2214.2616 (beta) Safari/537.36",Male,26-30 years,Doctorate/PhD,Java,working as Software Engineer,RU - Russia,"3,(GMT+03:00) Moscow",1-unwilling,4,4,4,8,55.752197265625,37.615600585938,-1,
R_1IplCbKpOHE6zQ1,Default Response Set,Anonymous,,,36.2.225.170,0,2015-03-03 15:36:59,2015-03-03 15:42:06,1,1,ty70,Chrome,38.0.2125.101,Linux x86_64,1280x1024,15.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",Male,41-50 years,Undergraduate/Bachelor's degree,C++,,JP - Japan,"9,(GMT+09:00) Tokyo",6,6,10,6,10,35.733306884766,139.81671142578,-1,
R_1N2pX68iIA5vwvy,Default Response Set,Anonymous,,,94.231.62.253,0,2015-03-03 15:43:23,2015-03-03 15:46:02,1,1,net_buster,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Doctorate/PhD,C#,Employed as a software developer,PL - Poland,"1,(GMT+01:00) Warsaw",2,5,6,7,10,54.360794067383,18.658294677734,-1,
R_3KxsyIeQ7gkIbdY,Default Response Set,Anonymous,,,103.49.200.10,0,2015-03-03 15:59:30,2015-03-03 16:00:42,1,1,ansary,Chrome,41.0.2272.76,Linux x86_64,1366x768,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Freelancer,BD - Bangladesh,"6,(GMT+06:00) Dhaka",10-completely willing,3,3,3,4,23.699996948242,90.375,-1,
R_2xRUB5tXO8rfQ1G,Default Response Set,Anonymous,,,24.5.126.114,0,2015-03-03 16:18:40,2015-03-03 16:20:36,1,1,lizame2012,Chrome,40.0.2214.115,Windows NT 6.1,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Female,31-40 years,,Java,,,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",7,3,2,1,2,37.384506225586,-122.08810424805,-1,
R_eXvRuLJkQwQibe5,Default Response Set,Anonymous,,,178.136.195.6,0,2015-03-03 16:21:12,2015-03-03 16:27:11,1,1,Rubanenko,Chrome,40.0.2214.115,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,High School,Java,Core Developer at Looksery inc. ; CS student at Uzhgorod National University,UA - Ukraine,"2,(GMT+02:00) Kyev",9,5,5,5,5,46.463897705078,30.73860168457,-1,
R_2f888Fzfm2t6uEq,Default Response Set,Anonymous,,,85.202.224.155,0,2015-03-03 17:46:07,2015-03-03 17:47:57,1,1,MIPT_Alex,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,C#,unemployed,RU - Russia,"3,(GMT+03:00) Moscow",5,10,5,5,5,55.752197265625,37.615600585938,-1,
R_1Fy2RJbUl738vuK,Default Response Set,Anonymous,,,37.28.170.101,0,2015-03-03 18:05:37,2015-03-03 18:08:44,1,1,smel,Chrome,38.0.2125.101,Linux x86_64,1366x768,15.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,Java,Unemployed,RU - Russia,"3,(GMT+03:00) St. Petersburg",8,6,10,6,12,59.894393920898,30.264205932617,-1,
R_1GUekeVx4Rf3vVb,Default Response Set,Anonymous,,,75.114.205.42,0,2015-03-03 18:14:38,2015-03-03 18:18:26,1,1,hiro_00,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Postgraduate/Master of arts,C++,full time work,JP - Japan,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",4,4,4,4,10,42.498001098633,-83.407203674316,-1,
R_aY3mlkwGdWpOc8B,Default Response Set,Anonymous,,,209.131.62.120,0,2015-03-03 20:07:52,2015-03-03 20:09:52,1,1,maxareo,Safari,8.0.3,Macintosh,1920x1200,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",Male,26-30 years,Doctorate/PhD,C++,Full-time employed,CN - China,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",8,4,4,4,4,37.424896240234,-122.0074005127,-1,
R_4Pyk9uinRV4ksrb,Default Response Set,Anonymous,,,69.114.117.34,0,2015-03-03 20:06:09,2015-03-03 20:10:07,1,1,abundrew,MSIE,10.0,Windows NT 6.1,1920x1080,16.0.0.305,1,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDC; InfoPath.2; .NET4.0C; .NET4.0E),Male,51 years and above,Postgraduate/Master of arts,C#,Full time employee,RU - Russia,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",4,6,4,6,12,40.597503662109,-73.997901916504,-1,
R_3s1xvS0h8ARa1UL,Default Response Set,Anonymous,,,69.114.117.34,0,2015-03-03 20:14:34,2015-03-03 20:16:15,1,1,antoshkaplus,Chrome,40.0.2214.115,Macintosh,1920x1080,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,software developer,RU - Russia,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",10-completely willing,12,12,12,12,40.597503662109,-73.997901916504,-1,
R_1lc1xRLsnjAS3uU,Default Response Set,Anonymous,,,132.251.254.176,0,2015-03-03 20:29:03,2015-03-03 20:32:04,1,1,Taquion,Safari,7.1.3,Macintosh,1680x1050,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/7.1.3 Safari/537.85.12",Male,31-40 years,Postgraduate/Master of arts,Java,Selfemployed,BO - Bolivia,"-4,(GMT-04:00) La Paz",7,2,4,4,10,-17.38330078125,-66.150001525879,-1,
R_4PaI8PRFLXh7TzP,Default Response Set,Anonymous,,,58.1.228.34,0,2015-03-03 21:24:27,2015-03-03 21:28:36,1,1,wukejia,Chrome,40.0.2214.115,Windows NT 6.1,1280x1024,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,employed,CN - China,"9,(GMT+09:00) Tokyo",6,5,4,4,5,35.684997558594,139.75140380859,-1,
R_3MtjCDwFCDLJ4Og,Default Response Set,Anonymous,,,137.132.228.36,0,2015-03-03 23:42:31,2015-03-03 23:44:34,1,1,Ironhawks,Chrome,40.0.2214.94,Linux x86_64,1366x768,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,Python,master,CN - China,"8,(GMT+08:00) Singapore",8,,,24,,1.2931060791016,103.85580444336,-1,
R_2lciMiLMgzwIof3,Default Response Set,Anonymous,,,14.195.187.250,0,2015-03-03 23:39:25,2015-03-03 23:52:38,1,1,codercat,,,,,,,,Male,41-50 years,Postgraduate/Master of arts,C++,Freelancer,IN - India,"5.5,(GMT+05:30) Chennai",5,6,6,8,8,28.666702270508,77.216705322266,-1,
R_1CDW7Snur3VGbYc,Default Response Set,Anonymous,,,140.116.247.231,0,2015-03-04 01:05:55,2015-03-04 01:09:42,1,1,MYChien,Chrome,40.0.2214.93,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Cheng Kung University,TW - Taiwan,"8,(GMT+08:00) Taipei",8,12,12,12,12,25.039199829102,121.52499389648,-1,
R_BGladjW9Dcyly25,Default Response Set,Anonymous,,,140.116.247.231,0,2015-03-04 01:11:40,2015-03-04 01:14:26,1,1,Yu-Cheng,Chrome,40.0.2214.93,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,undergraduate,TW - Taiwan,"8,(GMT+08:00) Taipei",8,12,12,12,12,25.039199829102,121.52499389648,-1,
R_1r9xUzjGHbcAB25,Default Response Set,Anonymous,,,140.116.247.231,0,2015-03-04 01:21:42,2015-03-04 01:22:45,1,1,yamakic,Chrome,40.0.2214.93,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,undergraduate,TW - Taiwan,"8,(GMT+08:00) Taipei",8,12,12,12,12,25.039199829102,121.52499389648,-1,
R_WuMZaHwefMsUqNX,Default Response Set,Anonymous,,,140.116.247.231,0,2015-03-04 01:23:09,2015-03-04 01:24:15,1,1,imwilly37,Chrome,40.0.2214.93,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Cheng Kung University,TW - Taiwan,"8,(GMT+08:00) Taipei",8,10,10,12,12,25.039199829102,121.52499389648,-1,
R_3m4ZhEpipm0lNYH,Default Response Set,Anonymous,,,140.116.247.231,0,2015-03-04 01:35:24,2015-03-04 01:36:38,1,1,yamakic,Chrome,40.0.2214.93,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Undergraduate,TW - Taiwan,"8,(GMT+08:00) Taipei",8,12,10,12,12,25.039199829102,121.52499389648,-1,
R_3pnn7noEXzrzrrL,Default Response Set,Anonymous,,,116.197.184.12,0,2015-03-04 02:20:02,2015-03-04 02:21:48,1,1,vidhyabhushan,Firefox,36.0,Windows NT 6.1,1680x1050,16.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,26-30 years,Postgraduate/Master of arts,C++,Software Engineer,IN - India,"5.5,(GMT+05:30) Kolkata",7,10,10,10,19,12.983306884766,77.583312988281,-1,
R_3PHV2CWGjfMoFk6,Default Response Set,Anonymous,,,199.201.64.2,0,2015-03-04 02:43:18,2015-03-04 02:45:08,1,1,Kenny_HORROR,Chrome,41.0.2272.76,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,C++,Facebook,BY - Belarus,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",5,3,2,3,6,37.458999633789,-122.17810058594,-1,
R_268YBjlV4XBCUAs,Default Response Set,Anonymous,,,50.185.66.244,0,2015-03-04 02:48:22,2015-03-04 02:50:15,1,1,feather,Firefox,35.0,Ubuntu,1366x768,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0,Male,26-30 years,Postgraduate/Master of arts,Java,Rocket Fuel Inc,UZ - Uzbekistan,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",5,1,1,1,1,37.485198974609,-122.23640441895,-1,
R_2Va5ygzOvhQqYOX,Default Response Set,Anonymous,,,86.57.155.45,0,2015-03-04 04:06:24,2015-03-04 04:08:05,1,1,Chmel_Tolstiy,Chrome,38.0.2125.122,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 YaBrowser/14.12.2125.10034 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C++,senior lecturer,BY - Belarus,"3,(GMT+03:00) Moscow",4,4,2,2,2,53.899993896484,27.566696166992,-1,
R_2tL7NLTygk10ypo,Default Response Set,Anonymous,,,86.57.155.45,0,2015-03-04 04:15:15,2015-03-04 04:16:31,1,1,Chmel_Tolstiy,Chrome,38.0.2125.122,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 YaBrowser/14.12.2125.10034 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C++,software engineer,BY - Belarus,"3,(GMT+03:00) Moscow",4,4,2,2,2,53.899993896484,27.566696166992,-1,
R_9H67qSsokOB8TiV,Default Response Set,Anonymous,,,134.106.3.254,0,2015-03-04 04:33:32,2015-03-04 04:35:41,1,1,WTrei,Firefox,35.0,Windows NT 6.1,1920x1200,16.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,Male,26-30 years,Postgraduate/Master of arts,C++,Scientific Researcher,DE - Germany,"1,(GMT+01:00) Berlin",3,4,6,6,3,53.166702270508,8.1999969482422,-1,
